protein,years_to_dx,pred_npx,pred_lci,pred_uci,hc_mean,hc_lci,hc_uci
GFAP,-8,-0.00720954128203936,-0.221722380925013,0.207303298360934,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7.75,-0.00673796198224889,-0.210374098649478,0.19689817468498,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7.5,-0.00626007647766062,-0.199369535507854,0.186849382552533,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7.25,-0.00576957856347608,-0.188772779505631,0.177233622378679,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-7,-0.00526016203489758,-0.178652870595349,0.168132546525554,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.75,-0.00472552068712699,-0.169083350107772,0.159632308733518,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.5,-0.00415934831536639,-0.160141097821037,0.151822401190304,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6.25,-0.00355533871481765,-0.15190415415571,0.144793476726075,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-6,-0.00290718568068286,-0.144448236389355,0.138633865027989,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.75,-0.00220858300816399,-0.137841785799168,0.13342461978284,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.5,-0.00145322449246303,-0.132139682059676,0.12923323307475,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5.25,-0.000634803928781827,-0.127376233239378,0.126106625381815,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-5,0.000252984887677629,-0.123558578663828,0.124064548439184,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.75,0.00121644816171303,-0.120661977985115,0.123094874308541,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.5,0.00226189209812274,-0.118628322876591,0.123152107072836,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4.25,0.00339562290170455,-0.117368500599831,0.12415974640324,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-4,0.00462394677725671,-0.116768201183708,0.126016094738222,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.75,0.00595316992957703,-0.11669586869805,0.128602208557204,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.5,0.00738959856346363,-0.117011145376479,0.131790342503406,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3.25,0.00893953888371442,-0.117572401887985,0.135451479655414,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-3,0.0106092970951274,-0.118242538537703,0.139461132727958,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.75,0.0124051794025008,-0.118892854874571,0.143703213679573,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.5,0.0143334920106325,-0.119405212434099,0.148072196455364,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2.25,0.0164005411243205,-0.119672913107282,0.152473995355923,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-2,0.0186126329483628,-0.119600740631791,0.156826006528516,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.75,0.0209760736875573,-0.119104546615757,0.161056693990872,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.5,0.0234971695467023,-0.118110669105691,0.165105008199095,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1.25,0.0261822267305957,-0.11655538692931,0.168919840390502,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-1,0.0290375514440354,-0.114384551283832,0.172459654171903,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.75,0.0320694498918196,-0.111553499720197,0.175692399503837,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.5,0.035284228278746,-0.10802734445351,0.178595801011002,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,-0.25,0.038688192809613,-0.103781733755406,0.181158119374632,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0,0.0422876496892184,-0.0988042099344346,0.183379509312871,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.25,0.0460853728873812,-0.0931115412492574,0.18528228702402,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.5,0.0500700074340048,-0.0867948976819623,0.186934912549972,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,0.75,0.0542266661240134,-0.0799695417478576,0.188422873995884,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1,0.0585404617523313,-0.0727578141057108,0.189838737610373,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.25,0.0629965071138827,-0.0652877498339768,0.191280764061742,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.5,0.0675799150035918,-0.0576912050687024,0.192851035075886,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,1.75,0.0722757982163831,-0.0501012116965818,0.194652808129348,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2,0.0770692695471807,-0.0426483238818761,0.196786862976237,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.25,0.0819454417909089,-0.0354558508296086,0.199346734411426,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.5,0.0868894277424921,-0.0286341137674235,0.202412969252408,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,2.75,0.0918863401968544,-0.0222742078966815,0.20604688829039,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3,0.0969212919489201,-0.0164421055569266,0.210284689454767,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.25,0.101979395793614,-0.0111741491391387,0.215132940726366,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.5,0.107045764525859,-0.00647489341696962,0.220566422468688,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,3.75,0.112105510940581,-0.00231781965217916,0.226528841533341,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4,0.117143747832703,0.00135120675596528,0.232936288909441,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.25,0.12214558799715,0.00460846337694668,0.239682712617353,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.5,0.127096144228846,0.00754592601517186,0.24664636244252,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,4.75,0.131980529322716,0.0102648548530483,0.253696203792383,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5,0.136783856073683,0.0128701176628633,0.260697594484502,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.25,0.141491237276672,0.0154655758042309,0.267516898749112,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.5,0.146087785726607,0.0181505320859905,0.274025039367223,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,5.75,0.150558614218412,0.0210170252421774,0.280100203194647,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6,0.154888835547012,0.0241476459962861,0.285630025097739,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.25,0.159063562507332,0.0276135049376612,0.290513620077002,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.5,0.163067907894294,0.0314719586028969,0.294663857185691,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,6.75,0.166886984502824,0.035763660502818,0.29801030850283,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,7,0.170505905127846,0.0405084202008309,0.30050339005486,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,7.25,0.173914055791701,0.0456869975001981,0.302141114083204,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,7.5,0.177117915426401,0.0511995323761529,0.30303629847665,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,7.75,0.180128236191377,0.0569021274335295,0.303354344949224,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,8,0.182955770246055,0.0626175535400594,0.303293986952051,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,8.25,0.185611269749867,0.0681336778336761,0.303088861666057,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,8.5,0.18810548686224,0.0732041598482098,0.303006813876271,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,8.75,0.190449173742605,0.0775541519752596,0.30334419550995,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,9,0.19265308255039,0.0808940545342427,0.304412110566538,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,9.25,0.194727965445025,0.0829430995290876,0.306512831360962,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,9.5,0.196684574585939,0.083460739111798,0.309908410060079,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,9.75,0.19853366213256,0.0822783849614061,0.314788939303715,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,10,0.200285980244319,0.0793207276312938,0.321251232857345,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,10.25,0.201952281080645,0.074608684507136,0.329295877654153,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,10.5,0.203543316800966,0.0682442185051866,0.338842415096745,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,10.75,0.205069839564711,0.0603847988845316,0.349754880244891,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,11,0.206542601531311,0.0512171001890401,0.361868102873582,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,11.25,0.207972354860194,0.040936272523349,0.37500843719704,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,11.5,0.20936985171079,0.0297326555480038,0.389007047873576,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,11.75,0.210745844242527,0.017784897284657,0.403706791200397,0.00678631753783877,-0.494802729276765,0.508375364352442
GFAP,12,0.212111084614835,0.00525745772205749,0.418964711507612,0.00678631753783877,-0.494802729276765,0.508375364352442
ERBB2,-8,-0.150069678502726,-0.255176631689377,-0.0449627253160755,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-7.75,-0.150410412921389,-0.250174826944213,-0.0506459988985651,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-7.5,-0.150745847945258,-0.245334566607625,-0.0561571292828917,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-7.25,-0.151070684179541,-0.240684449497066,-0.0614569188620168,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-7,-0.151379622229444,-0.23625551722604,-0.0665037272328482,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-6.75,-0.151667362700174,-0.23208108180853,-0.0712536435918173,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-6.5,-0.151928606196937,-0.228196225728745,-0.0756609866651282,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-6.25,-0.15215805332494,-0.224636826885023,-0.0796792797648564,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-6,-0.15235040468939,-0.221437959395144,-0.0832628499836347,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-5.75,-0.152500360895493,-0.2186315727407,-0.0863691490502862,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-5.5,-0.152602622548456,-0.216243485390013,-0.0889617597068998,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-5.25,-0.152651890253487,-0.214289952369102,-0.0910138281378718,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-5,-0.152642864615791,-0.212774332609468,-0.0925113966221133,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-4.75,-0.152570246240575,-0.211684575067261,-0.0934559174138887,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-4.5,-0.152428735733046,-0.210992217799659,-0.0938652536664319,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-4.25,-0.15221303369841,-0.210653280950193,-0.0937727864466273,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-4,-0.151917840741875,-0.210610927264885,-0.0932247542188652,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-3.75,-0.151537857468647,-0.210799293085289,-0.0922764218520048,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-3.5,-0.151067784483932,-0.211147673089348,-0.0909878958785161,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-3.25,-0.150502322392938,-0.211584328446822,-0.089420316339054,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-3,-0.149836171800871,-0.212039470432241,-0.0876328731695007,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-2.75,-0.149064033312937,-0.212447284011473,-0.0856807826144015,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-2.5,-0.148180607534344,-0.212747083774618,-0.0836141312940699,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-2.25,-0.147180595070298,-0.212883806422607,-0.0814773837179886,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-2,-0.146058696526005,-0.21280806444633,-0.0793093286056807,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-1.75,-0.144809612506673,-0.212475955833389,-0.0771432691799571,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-1.5,-0.143428043617508,-0.211848778261618,-0.0750073089733982,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-1.25,-0.141908690463717,-0.210892752865144,-0.0729246280622906,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-1,-0.140246253650507,-0.209578830460055,-0.0709136768409582,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-0.75,-0.138435433783083,-0.207882633726767,-0.0689882338393993,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-0.5,-0.136470931466653,-0.205784581196256,-0.0671572817370507,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,-0.25,-0.134347447306424,-0.203270241406074,-0.0654246532067745,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,0,-0.132059681907602,-0.200330977132941,-0.0637883866822634,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,0.25,-0.12960558159445,-0.196973869418467,-0.062237293770433,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,0.5,-0.12699607556745,-0.193248223828018,-0.0607439273068822,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,0.75,-0.124245338746142,-0.189216587649596,-0.0592740898426876,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,1,-0.121367546050065,-0.18494496380811,-0.0577901282920195,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,1.25,-0.118376872398757,-0.180502140266834,-0.0562516045306805,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,1.5,-0.115287492711758,-0.175958788349928,-0.0546161970735887,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,1.75,-0.112113581908607,-0.171386193270434,-0.0528409705467798,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,2,-0.108869314908842,-0.166854501709037,-0.0508841281086474,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,2.25,-0.105568866632003,-0.162430432982442,-0.0487073002815647,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,2.5,-0.102226411997628,-0.158174516153251,-0.0462783078420053,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,2.75,-0.098856125925257,-0.154138079533639,-0.0435741723168749,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,3,-0.095472183334428,-0.150360390947602,-0.0405839757212542,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,3.25,-0.0920887591446804,-0.146866452565984,-0.0373110657233766,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,3.5,-0.088720028275553,-0.143665916480874,-0.0337741400702322,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,3.75,-0.0853801656465848,-0.140753381366773,-0.0300069499263963,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,4,-0.0820833461773148,-0.138110018867837,-0.0260566734867921,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,4.25,-0.0788437447872819,-0.135706186612212,-0.0219813029623518,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,4.5,-0.075675536396025,-0.133504527393131,-0.017846545398919,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,4.75,-0.0725928959230833,-0.131463068170124,-0.0137227236760426,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,5,-0.0696099982879954,-0.129537972276742,-0.00968202429924843,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,5.25,-0.0667410184103005,-0.127685781201652,-0.00579625561894898,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,5.5,-0.0640001312095375,-0.125865141161505,-0.00213512125757041,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,5.75,-0.0614015116052453,-0.124038114915442,0.00123509170495122,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,6,-0.0589593345169628,-0.122171233729236,0.00425256469531065,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,6.25,-0.0566877748642291,-0.12023646682265,0.00686091709419173,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,6.5,-0.0546010075665832,-0.118212297381971,0.00901028224880495,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,6.75,-0.0527132075435638,-0.116085113323279,0.0106586982361514,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,7,-0.05103854971471,-0.113851161552528,0.0117740621231076,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,7.25,-0.04958695220369,-0.111523164694951,0.0123492602875705,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,7.5,-0.0483513059506894,-0.109144059789215,0.0124414478878359,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,7.75,-0.0473202451000229,-0.106775814263736,0.0121353240636907,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,8,-0.0464824037960052,-0.104496469751797,0.0115316621597868,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,8.25,-0.0458264161829511,-0.102401067282042,0.0107482349161398,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,8.5,-0.0453409164051754,-0.100601593750061,0.00991976093971043,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,8.75,-0.045014538606993,-0.0992246277866422,0.00919555057265621,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,9,-0.0448359169327185,-0.098405133161144,0.00873329929570714,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,9.25,-0.0447936855266666,-0.0982753471745171,0.00868797612118379,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,9.5,-0.0448764785331523,-0.0989494763541639,0.00919651928785921,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,9.75,-0.0450729300964903,-0.100507656644776,0.0103617964517952,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,10,-0.0453716743609953,-0.102984577828156,0.0122412291061653,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,10.25,-0.0457613454709821,-0.106367109573642,0.0148444186316782,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,10.5,-0.0462305775707655,-0.11060124239675,0.0181400872552193,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,10.75,-0.0467680048046603,-0.115604635632421,0.0220686260231006,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,11,-0.0473622613169812,-0.121279859550994,0.0265553369170318,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,11.25,-0.048001981252043,-0.127524956903484,0.031520994399398,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,11.5,-0.0486757987541605,-0.134240250753523,0.0368886532452025,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,11.75,-0.0493723479676484,-0.141331878476668,0.0425871825413711,0.000822341426890574,-0.285257444872381,0.286902127726162
ERBB2,12,-0.0500802630368216,-0.148713075512039,0.048552549438396,0.000822341426890574,-0.285257444872381,0.286902127726162
