logFC,AveExpr,t,P.Value,adj.P.Val,B,protein,sex
0.208453933702227,-0.0495826873385013,7.75506322201959,1.15133016278436e-14,3.35152210386529e-11,22.4763923606274,nefl,Female
-0.0769468534841366,-0.0114166063977747,-7.0792483238242,1.73530125799968e-12,2.52573098101854e-09,17.7426263222164,itgav,Female
-0.133283896410829,0.0331901625560539,-6.48182517608224,1.03056368109923e-10,9.99990291893286e-08,13.8810141512773,itgam,Female
-0.251356272232971,0.000581847581552304,-6.04616110616028,1.63682736910886e-09,1.14044060942677e-06,11.2762240971083,omg,Female
0.155736325182609,-0.0431745563823699,6.01712492928485,1.95884680423698e-09,1.14044060942677e-06,11.1048696299146,lilrb4,Female
-0.118241416724289,-0.0908952155771905,-5.40211782743987,7.01369109918904e-08,3.40280913162321e-05,7.75442469956519,ca14,Female
-0.113662855579603,-0.108301681870011,-5.32572416793281,1.06880496333514e-07,4.44470178324084e-05,7.36076248215097,comp,Female
-0.0966798291313508,0.0338549658508821,-5.28469643762618,1.33585061686626e-07,4.86082643212209e-05,7.15271480079429,itgb2,Female
-0.0941051742661384,0.061981060852587,-5.15095732553824,2.75524397574625e-07,8.91168357044148e-05,6.47758876071109,mxra8,Female
-0.0891773597263463,-0.0520249791144529,-5.08984020209514,3.76768379094768e-07,0.000100731433753962,6.18570533763234,fap,Female
-0.0975528342897213,0.00210920794850266,-5.08793463794661,3.80640938266431e-07,0.000100731433753962,6.17659498488197,itgb5,Female
0.0792976875738053,-0.0551755203996669,4.85312434926649,1.26688723623881e-06,0.000274564503949433,5.05778809753101,mertk,Female
-0.159122492170761,-0.246853909817352,-4.85203445764573,1.27531530687153e-06,0.000274564503949433,5.0544793838499,mstn,Female
-0.111340317218634,0.0207493271656854,-4.84493443629094,1.32047511346343e-06,0.000274564503949433,5.02047805932958,clec4a,Female
0.164592787958643,-0.0616445451969396,4.7967627012602,1.6792665810278e-06,0.000325889667824794,4.79838036459639,il17rb,Female
-0.104206192744265,-0.00549681805438744,-4.66564726306479,3.18954030336734e-06,0.000580296988943896,4.20329655406944,itga11,Female
0.0820057137179089,-0.00406463140123802,4.588173792056,4.62594070711355e-06,0.000792124317553384,3.86038131408262,lgals9,Female
0.135840659253023,0.053376634174312,4.51103893810708,6.66383769634252e-06,0.00107769064078073,3.52544531012134,gfap,Female
-0.100950123849853,0.0737909388289174,-4.43873235678788,9.36941185105942e-06,0.0013833657947534,3.22623189184447,snap25,Female
0.236809279008716,0.150052424722662,4.43539925272931,9.50440257473993e-06,0.0013833657947534,3.20978679801812,chga,Female
-0.137143776759851,0.0492081666666667,-4.42096369223527,1.01164272301893e-05,0.00140232950795624,3.13554722624359,cd8a,Female
-0.0870408425398553,0.0509984217377156,-4.39908228537027,1.12407333289694e-05,0.00148735339639227,3.05898196632999,itga2,Female
-0.0815527637140877,-0.05952104230877,-4.36109442375759,1.33071922613082e-05,0.00168422768142036,2.88491886408663,klk6,Female
0.0885479749291145,0.00480458970792768,4.33523698411722,1.49596451602291e-05,0.00181448029422613,2.77525092094331,mog,Female
-0.177767166740711,-0.234262886453063,-4.28593689372722,1.86796240002696e-05,0.00217505541859139,2.57289452420425,ca6,Female
-0.110581310208994,-0.0178026996625422,-4.19192334603377,2.83338422165705e-05,0.00317230056509372,2.19120454009237,ret,Female
-0.0872487242042937,0.0235980571745767,-4.17782338885964,3.01297167039962e-05,0.00320889149557743,2.13168652678749,gzma,Female
-0.120856056480533,-0.104483630289532,-4.17308567840637,3.08653252752209e-05,0.00320889149557743,2.13184644734213,cda,Female
-0.149783995768808,-0.0469679937214612,-4.16299559763223,3.21662876481477e-05,0.00322882977047441,2.07734610122866,cst5,Female
-0.0577620569391249,0.0137052864830643,-4.13622027887638,3.62282378907246e-05,0.00351534668332998,1.98545451111865,tf,Female
-0.139402048033475,0.0203973641392776,-4.12004282494395,3.88809860917669e-05,0.00362315375028116,1.92538755225124,chad,Female
0.0610548583477458,-0.00836546319619367,4.11362114691636,3.98285537646847e-05,0.00362315375028116,1.87835608940827,pla2g15,Female
-0.0887478010853938,0.0626759943582512,-4.09563416406547,4.3042651211897e-05,0.00379688356599491,1.80925911787998,bcan,Female
-0.0664830652085973,-0.099260241980867,-4.01193740793938,6.14634146521911e-05,0.00526235294272142,1.4825745890254,mepe,Female
-0.0701634875267376,0.0578281433772054,-3.96103787010781,7.60822740581792e-05,0.00632787142238171,1.28698363445801,nell2,Female
0.087820796804168,0.00236466218110458,3.94556512188781,8.11456916973693e-05,0.00656153079252894,1.22817569376209,il15,Female
-0.0647003316802252,0.0252534052690583,-3.926405456958,8.78548825416205e-05,0.00677095398740768,1.15503735669049,tnxb,Female
-0.0855086732525302,0.0667590264255911,-3.92491027641719,8.83875821097533e-05,0.00677095398740768,1.14754873470158,wif1,Female
-0.0886767201871413,-0.0335758335668255,-3.88714418096377,0.000103275646006009,0.00757255524281165,1.00866385557366,hspa1a,Female
-0.171774426002027,-0.443911615732882,-3.88535534849452,0.00010405434892218,0.00757255524281165,1.00387271796653,obp2b,Female
0.10164297748863,0.00375284234108092,3.85287596720398,0.000118790712619573,0.00843414059598969,0.881076107224965,siglec1,Female
-0.0775608771905638,-0.091375789131142,-3.82134017881473,0.000135359319651244,0.00938168998820882,0.793300061408429,ache,Female
0.100210714270155,0.0337243772739995,3.80055756177018,0.000146779160262348,0.00993660780287663,0.688523764978528,ctsf,Female
-0.0576858696827134,-0.080378763866878,-3.74712048949702,0.000182081510782594,0.0120463472247303,0.519507601911467,col15a1,Female
0.0744229899440135,0.00536215825024123,3.73181279383837,0.000193510928074405,0.0125180069249909,0.467297928155238,ifit3,Female
0.0838771066635904,-0.0802190617075232,3.65776233545266,0.000258123855502401,0.0162439482100322,0.177592160527651,sdc1,Female
-0.0694550438272529,-0.0469242638888888,-3.65360784558718,0.000262269174122814,0.0162439482100322,0.159370735437703,rgma,Female
-0.135161551779101,-0.00623640462102002,-3.64448554245119,0.000271767421000422,0.0164815617194214,0.13100892076536,chrdl2,Female
0.133517808405869,-0.021629941618015,3.63640272176316,0.000280348948280029,0.0166550160906768,0.0992531887281523,lamp3,Female
0.0520917639050692,-0.044059862898713,3.63084004287722,0.000286464438158582,0.0166779595895927,0.0812028793923583,rnaset2,Female
-0.0677621085622069,-0.0749365585331454,-3.59670997313074,0.000326667639463033,0.0186456764407233,-0.0335339852274155,ppp3r1,Female
-0.0719650127726607,-0.0172990820584145,-3.57225209272764,0.000358568652514749,0.020072948989816,-0.123271544309091,cbln4,Female
0.0628220864567421,-0.026781496062992,3.55321494964757,0.000385501690366362,0.0210616125012547,-0.184423044480692,cd302,Female
0.0610620244786309,-0.0141738996355481,3.54722858610598,0.000394321248909324,0.0210616125012547,-0.205757683248682,hla_e,Female
0.0861261979308217,0.0142096316085489,3.54482648936364,0.000397934966530062,0.0210616125012547,-0.213037330031538,hs3st3b1,Female
-0.107856022318826,0.0674683968253969,-3.52139633651884,0.000435376373878309,0.0226317968635671,-0.264539333745341,clec4m,Female
-0.0540597001403285,-0.0310089857369256,-3.51656871299744,0.000443329613629661,0.022640921145192,-0.281418368674479,igdcc4,Female
-0.0557993161571363,0.0115359095346567,-3.4862514233542,0.000496708206597458,0.0246613740811327,-0.37628578848564,epha4,Female
0.0696954253400699,-0.108524410443571,3.47997739120181,0.000507476467407368,0.0246613740811327,-0.433014571348418,acp5,Female
-0.0886705546964758,-0.00388591727630838,-3.47954482185646,0.000508307263781506,0.0246613740811327,-0.433279324449585,megf10,Female
-0.138862999840735,0.0391482489146165,-3.4495725173951,0.000568201029207993,0.0271152982954831,-0.526708686686347,lpo,Female
-0.0973916160577306,0.0240209325119014,-3.4303843599625,0.000609567441477919,0.028620174550681,-0.597604264249186,omd,Female
-0.0605583057115091,-0.0813882058414467,-3.42145974590042,0.000629813175272113,0.0286667530602383,-0.630438386932017,gpc1,Female
-0.082262051537934,-0.0289253865979381,-3.42135764265533,0.000630254962506098,0.0286667530602383,-0.621498891640377,hpgds,Female
-0.068131970584344,-0.0398710277777776,-3.4143507210034,0.000646414827158208,0.028949439413193,-0.653819249955997,eno2,Female
-0.0469833520378,0.034627253580455,-3.39847312628867,0.000685079152007888,0.0302161425984085,-0.701895905267641,robo1,Female
-0.0653658359122233,-0.0131414369256475,-3.38753204744798,0.000712839312745102,0.0309712722298656,-0.741005507325882,crtac1,Female
0.0674768533132895,-0.0281633004141446,3.36228660100921,0.000782264646119608,0.0333254535968755,-0.787644834827622,hla_a,Female
-0.0864356453204032,-0.0531033199771036,-3.3592528825821,0.00078991971768616,0.0333254535968755,-0.823754246757441,lrrn1,Female
0.118384062343115,0.0655289178488948,3.35372483784229,0.000807122246706036,0.033564755145161,-0.806889480623363,arl13b,Female
-0.0560146965298602,0.0372283888888889,-3.34451684320334,0.000832702477329566,0.0341408015705122,-0.880862160426416,thy1,Female
0.0652074952540295,0.00768918843021624,3.30091688474054,0.000973197899159237,0.0393469317285075,-1.01612879703041,oscar,Female
0.0970851910069471,-0.0430099313108187,3.27148690437624,0.00108023720336248,0.0428571748369883,-1.10335814763751,amn,Female
0.091057932928873,-0.0681600554106911,3.26945351608032,0.00108946442388771,0.0428571748369883,-1.07581541683642,siglec8,Female
0.158640732735318,0.0729895669291338,3.23905856045098,0.00121029016434366,0.0466737800826904,-1.21020260134202,il6,Female
-0.0802021012743205,-0.0798698134539288,-3.2371250277858,0.00121855282936601,0.0466737800826904,-1.21430022096405,bag3,Female
-0.102869272614424,0.019922884310618,-3.22777869087838,0.00126033901588491,0.0475999645869834,-1.21348551636288,fgfbp2,Female
-0.0869616721266648,0.0660253986332575,-3.22443688694013,0.00127543704492776,0.0475999645869834,-1.21606891323376,sfrp4,Female
0.137086601399267,0.0322439994418086,3.21422173115358,0.00131960123809903,0.0486248000519783,-1.29044528380219,igfbp2,Female
0.177272416540254,0.12899569802942,3.20880898616432,0.00134455688247854,0.0489250635611881,-1.30911135061111,ccl20,Female
